Series Name,"Time","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","British Virgin Islands","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cabo Verde","Cambodia","Cameroon","Canada","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Curacao","Cyprus","Czechia","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Eswatini","Ethiopia","Faroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. People's Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nauru","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","North Macedonia","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","South Sudan","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Martin (French part)","St. Vincent and the Grenadines","Sudan","Suriname","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkiye","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Viet Nam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe"
"Population, total","2000","19542982","3089027","30774621","58230","66097","16394062","75055","37070774","3168523","89101","19028802","8011566","8048600","325014","711442","129193327","264657","9979610","10251250","240406","6998023","61833","587207","8592656","4179350","1726985","175873720","20104","333926","8170172","11882888","6307659","458251","12118841","15091594","30685730","39658","3759170","8259137","145306","15351799","1262645000","39215135","536758","48616317","3134030","3979193","16799670","4468302","11105791","133860","948237","10255063","5339616","742033","68346","8540791","12626507","71371371","5958482","684977","2392880","1396985","1030496","67031867","45660","832509","5176209","60921384","250927","1272935","1437539","4077131","82211508","19665502","27741","10805808","56200","107432","160188","11589761","8336967","1230849","759051","8360225","6656725","6665000","10210971","281205","1059633675","214072421","65544383","24628858","3805174","75562","6289000","56942108","2612205","126843000","5056174","14883626","30851606","88826","23367059","47008111","1823286","1934901","4898400","5430853","2367550","4320642","1998630","2895224","5154790","33026","3499536","436300","431896","16216431","11229387","22945150","282507","11239101","390087","54224","2695003","1186873","97873442","111709","2924668","32465","2450979","604950","28554415","17768505","45538332","1819141","10377","24559500","15925513","213230","3857700","5123222","11622665","122851984","2026350","80338","4490967","2344253","154369924","19726","3001731","5508297","5123819","26654439","77958223","38258629","10289898","3810605","645937","22442971","146596869","8109989","184008","26823","143714","21547390","9704287","7516346","81131","4584067","4027887","30519","5388720","1988925","429978","8721465","46813266","6114440","40567864","18776371","45461","159500","29610","113813","26298773","478998","8872109","7184250","16307654","6272998","34463704","63066603","878360","5008035","102603","1332203","9893316","64113547","4569132","18744","9638","24020697","49176500","3275333","58892514","282162411","3292224","24650400","192074","24427729","79001142","108642","2922153","18628700","9891136","11834676"
"Population, total","2001","19688632","3060173","31200985","58324","67820","16941587","76215","37480493","3133133","90691","19274701","8042293","8111200","329626","730257","131670484","265377","9928549","10286570","248100","7212041","62504","603234","8746084","4194932","1761930","178211881","20657","340748","8009142","12249764","6465729","465958","12338192","15493253","31020855","41054","3844773","8538804","146044","15523978","1271850000","39837875","547741","50106657","3254101","4053222","17245468","4299642","11139127","129047","964830","10216605","5358783","765490","68153","8669040","12845521","72854261","5988095","719270","2461927","1388115","1041396","69018932","46245","841320","5188008","61367388","255049","1306590","1479449","4014373","82349925","20195577","27721","10862132","56350","107936","161524","11871565","8445717","1257380","759809","8511728","6837861","6714300","10187576","284968","1078970907","217112437","66674851","25425663","3866243","76398","6439000","56974100","2625405","127149000","5163310","14858335","31800343","90531","23512522","47370164","1840256","1991674","4945100","5519707","2337170","4389200","1999473","2981648","5275916","33376","3470818","441525","439122","16709665","11498818","23542517","287324","11583824","393028","54413","2761823","1196287","99394288","111948","2918135","32444","2472601","607389","28930097","18220716","46014826","1856402","10363","24956071","16046180","217324","3880500","5192764","12031430","126152678","2034882","79479","4513751","2374653","159217727","19828","3061024","5698489","5211541","27014909","79626086","38248076","10362722","3818774","678831","22131970","145976482","8223941","185530","27335","146258","22085929","9938027","7503433","81202","4857096","4138012","30600","5378867","1992060","440395","9070747","47229714","6394431","40850412","18920275","45986","160594","30387","113641","26947253","487394","8895960","7229854","16727948","6408810","35414469","63649892","893001","5145426","103210","1338567","9995123","65072018","4635094","19578","9621","24763325","48662400","3454198","59119673","284968955","3300939","24964450","197034","24880203","79817777","108549","2997784","19143457","10191964","11910978"
"Population, total","2002","21000256","3051010","31624696","58177","70849","17516139","77195","37885028","3105037","91781","19495210","8081957","8171950","334002","748324","134139826","266455","9865548","10332785","255987","7431783","62912","619048","8900583","4198410","1795130","180476685","21288","347463","7837161","12632269","6648938","473231","12561779","15914033","31359199","42456","3930648","8838369","147167","15693790","1280400000","40454050","559047","51662071","3331158","4122623","17683897","4302174","11170051","129205","982194","10196916","5375931","789129","68262","8795101","13070609","74393759","6011275","754115","2547424","1379350","1050809","71073215","46813","849891","5200598","61816234","259137","1341696","1522223","3978515","82488495","20758326","27892","10902022","56609","108231","162563","12147518","8577790","1285678","760323","8661546","7019908","6744100","10158608","287523","1098313039","220115092","67327117","26255343","3931947","77183","6570000","57059007","2638244","127445000","5275532","14858948","32779823","92400","23638411","47644736","1846786","2047364","4990700","5606101","2310173","4446666","1997534","3060599","5405326","33693","3443067","446175","449665","17211934","11784498","24142445","292284","11952660","395969","54496","2821703","1204621","100917081","111992","2911385","32386","2494617","609828","29301817","18694946","46480230","1888525","10351","25332178","16148929","221490","3948500","5259006","12456517","129583026","2020157","77162","4538159","2403659","163262807","19851","3120990","5892596","5286512","27334503","81285572","38230364","10419631","3823701","713186","21730496","145306497","8372306","186630","27969","149841","22623415","10180950","7496522","83723","5140113","4175950","30777","5376912","1994530","450760","9411103","47661514","6686100","41431558","19110707","46264","161799","31160","113450","27570318","495666","8924958","7284753","17164021","6541755","36353531","64222580","909639","5281538","103804","1345964","10094561","65988663","4698968","20598","9609","25545090","48202470","3633655","59370479","287625193","3306441","25271850","202125","25330929","80642308","108509","3075373","19660653","10508294","11984644"
"Population, total","2003","22645130","3039616","32055883","57941","73907","18124342","78075","38278164","3084102","92701","19720737","8121423","8234100","338490","778256","136503206","267499","9796749","10376133","263998","7659208","63325","634627","9057378","4183757","1826863","182629278","21982","354045","7775327","13030591","6860846","480089","12787710","16354326","31642461","43862","4026841","9196366","148341","15859112","1288400000","41057687","570130","53205639","3424653","4188610","18116451","4303399","11199217","131897","1000350","10193998","5390574","806411","68442","8919852","13301184","75963322","6026849","789681","2653390","1370720","1058797","73168838","47392","858306","5213014","62256970","263173","1378398","1566257","3951736","82534176","21329514","28301","10928070","56765","108740","163385","12415334","8772254","1315653","760562","8812245","7201881","6730800","10129552","289521","1117415123","223080121","67954699","27068823","3996521","77939","6689700","57313203","2651027","127718000","5396117","14909019","33767122","94302","23781707","47892330","1839425","2101506","5043300","5689065","2287955","4504807","1993030","3085173","5542641","34000","3415213","451630","462533","17724310","12087965","24739411","297226","12342165","398582","54493","2883326","1213370","102429341","111805","2903198","32316","2516454","612267","29661270","19186754","46924293","1915425","10344","25682908","16225302","225296","4027200","5323062","12900790","133119801","2022725","74623","4564855","2431600","166876680","19880","3181608","6090980","5353254","27623341","82942837","38204570","10458821","3826095","748525","21574326","144648618","8567992","187440","28601","153762","23150847","10434504","7480591","82781","5350907","4114826","31472","5373374","1995733","461216","9758281","48104048","6992367","42187645","19303180","46431","163047","31929","113108","28188977","503780","8958229","7339001","17611356","6672492","37333918","64776956","926721","5421001","104410","1353548","10193798","66867327","4758988","21739","9668","26354736","47812949","3813443","59647577","290107933","3310202","25567650","207258","25782029","81475825","108505","3154969","20188799","10837973","12075828"
"Population, total","2004","23553551","3026939","32510186","57626","76933","18771125","78941","38668796","3065745","93540","19932722","8171966","8306500","343089","833451","138789725","268505","9730146","10421137","272128","7894554","63740","649991","9216279","4142860","1859085","184722043","22715","360461","7716860","13445977","7120496","486583","13016371","16809407","31938807","45286","4115138","9613503","149538","16017966","1296075000","41648268","581154","54815607","3543012","4252800","18544903","4304600","11225294","134192","1018684","10197101","5404523","818373","68574","9043127","13534593","77522427","6035655","826355","2763140","1362550","1065764","75301026","47989","866694","5228172","62716306","267132","1417110","1612225","3927340","82516260","21906444","28716","10955141","56911","109516","164004","12682108","8961039","1347009","760424","8961489","7383407","6783500","10107146","292074","1136264583","225938595","69061674","27858948","4070262","78677","6809000","57685327","2664024","127761000","5532423","15012984","34791836","96224","23948930","48082519","1832239","2153481","5104700","5768167","2263122","4574797","1985384","3122447","5687563","34300","3377075","458095","475529","18250774","12411342","25333247","302135","12751995","401268","54435","2946575","1221003","103945813","111438","2896023","32236","2537949","613353","30033125","19694411","47338446","1939406","10335","26003965","16281779","228750","4087500","5386223","13366885","136756848","2016186","71898","4591910","2468855","170648620","19907","3243311","6293166","5416324","27893911","84607501","38182222","10483861","3826878","777943","21451748","144067316","8791853","188073","29093","157697","23661808","10698691","7463157","82475","5533329","4166664","32488","5372280","1997012","471785","10117354","48556071","7317118","42921895","19490431","46580","164239","32697","112608","28831550","510572","8993531","7389625","18084007","6801204","38360879","65311166","945989","5565218","105036","1361172","10292225","67785075","4819792","22869","9791","27146084","47451626","3993339","59987905","292805298","3313801","25864350","212422","26226927","82311227","108466","3236626","20733406","11188040","12160881"
"Population, total","2005","24411191","3011487","32956690","57254","79826","19450959","79869","39070501","3047246","94483","20176844","8227829","8391850","347804","901921","140912590","269477","9663915","10478617","280375","8149419","64154","663323","9377388","4094297","1892807","186797334","23497","366717","7658972","13876127","7388874","492827","13246583","17275171","32242732","46727","4208834","10005012","150763","16175311","1303720000","42220940","592683","56550247","3672839","4315887","18970215","4310145","11246114","137658","1037062","10211216","5419432","830861","68674","9164768","13770012","79075310","6037817","864726","2831732","1354775","1071886","77469940","48291","874923","5246096","63188395","271060","1458353","1660368","3902469","82469422","22496951","29155","10987314","56935","110254","164430","12948292","9140114","1379713","759709","9111900","7564613","6813200","10087065","296734","1154638713","228805144","70182594","28698684","4159914","79415","6930100","57969484","2676863","127773000","5678534","15147029","35843010","98164","24100982","48184561","1825050","2235403","5162600","5852970","2238799","4643044","1977424","3266318","5837986","34603","3322528","465158","488619","18792171","12755648","25923536","307018","13180551","403834","54337","3012360","1228254","105442402","110940","2888985","32141","2559255","614261","30431902","20211114","47724471","1962865","10318","26285110","16319868","232250","4133900","5454678","13855221","140490722","2005330","69025","4623291","2515192","174372098","19831","3305868","6498818","5476878","28147267","86261250","38165445","10503330","3821362","848710","21319685","143518814","9026299","188626","29508","161680","24397644","10974057","7440769","82858","5683334","4265762","33011","5372807","2000474","482486","10467292","49017147","7662654","43653155","19673866","46725","165386","33452","112043","29540577","516220","9029572","7437115","18583557","6929145","39439505","65821360","969313","5711597","105633","1369075","10388344","68704715","4885775","23995","9912","27946588","47105171","4280993","60401206","295516599","3317665","26167000","217632","26668785","83142095","108453","3320396","21320671","11564870","12224753"
"Population, total","2006","25442944","2992547","33435080","56837","80221","20162340","80895","39476851","3026486","95606","20450966","8268641","8484550","352664","970981","142628831","270425","9604924","10547958","288729","8402631","64523","673260","9542663","4058086","1928704","188820682","24323","372808","7601022","14316242","7658190","498884","13477779","17751333","32571193","48177","4294352","10365614","151985","16334575","1311020000","42772910","604658","58381630","3813323","4378172","19394057","4311159","11260630","141239","1055438","10238905","5437272","846947","68742","9284168","14009061","80629670","6034436","905418","2880093","1346810","1077735","79691050","48313","883083","5266268","63628261","274901","1502534","1711294","3880347","82376451","23098586","29587","11020362","56774","110988","164675","13213330","9330625","1414091","758367","9266288","7745200","6857100","10071370","303782","1172373788","231797427","71275760","28905607","4273591","80228","7053700","58143979","2689660","127854000","6075548","15308085","36925253","100083","24235761","48438292","1817659","2363409","5218400","5946593","2218357","4719864","1976780","3455397","5973369","34889","3269909","472637","501863","19350299","13118307","26509413","314401","13623541","405308","54208","3081229","1233996","106886790","110301","2880967","32011","2581242","615025","30833022","20735982","48088274","1986558","10294","26518971","16346101","235750","4184600","5529811","14365168","144329764","1994287","66060","4660677","2560649","178069984","19619","3368573","6708217","5534675","28381078","87901835","38141267","10522288","3805214","1015060","21193760","143049637","9270066","189379","29959","165725","25382870","11263387","7411569","84600","5809774","4401365","33441","5373054","2006868","493430","10784973","49491756","8029517","44397319","19870706","46874","166470","34183","111427","30332968","522023","9080505","7483934","19432009","7057417","40562052","66319525","994564","5874240","106190","1376919","10483558","69601333","4954029","25128","10030","28773227","46787786","4898954","60846820","298379912","3322282","26488250","222923","27102081","83951800","108369","3406334","21966298","11971567","12330490"
"Population, total","2007","25903301","2970017","33983827","56383","78168","20909684","82016","39876111","3004393","96787","20827622","8295487","8581300","357666","1040532","144135934","271444","9560953","10625700","297173","8647761","64888","681614","9711152","4007876","1966977","190779453","25191","378748","7545338","14757074","7944609","504733","13714791","18251866","32888886","49647","4375569","10722731","153225","16495538","1317885000","43306582","616899","60289422","3956329","4440019","19817700","4310217","11269887","144056","1073873","10298828","5461438","865196","68775","9402206","14251835","82218755","6044131","948814","2926168","1340680","1084008","81996185","48361","890648","5288720","64021737","278178","1549774","1764883","3860158","82266372","23708320","29996","11048473","56555","111725","164763","13477017","9547082","1450572","756521","9420826","7924462","6916300","10055780","311566","1189691809","234858289","72319418","28660887","4398942","81100","7180100","58438310","2701221","128001000","6473457","15484192","38036793","101998","24356506","48683638","1810222","2506769","5268400","6041348","2200325","4809608","1983465","3632740","6097177","35150","3231294","479993","515330","19924958","13495463","27092604","325126","14080912","406724","54038","3153508","1239630","108302973","109532","2874299","31823","2605643","615875","31232633","21280513","48445647","2011492","10267","26713655","16381696","239250","4223800","5607453","14897873","148294028","1982933","63050","4709153","2605700","181924521","19366","3431614","6921066","5590145","28600387","89561377","38120560","10542964","3782995","1231893","20882982","142805114","9523168","190478","30372","169845","26400068","11563869","7381579","85033","5939163","4588599","33811","5374622","2018122","504619","11118092","49996094","8417823","45226803","20078655","47015","167518","34887","110824","31191163","527946","9148092","7551117","20703005","7188391","41716497","66826754","1019362","6047537","106638","1384861","10580395","70158112","5024894","26268","10149","29629804","46509355","5872624","61322463","301231207","3328651","26868000","228345","27525097","84762269","108337","3494496","22641538","12402073","12450568"
"Population, total","2008","26427199","2947314","34569592","55891","76055","21691522","83251","40273769","2983421","97996","21249199","8321496","8763400","362795","1110343","145421318","272635","9527985","10709973","305671","8906469","65273","689737","9880593","3943392","2007320","192672317","26115","384568","7492561","15197915","8278109","510336","13943888","18777081","33247298","51123","4467233","11098664","154475","16661462","1324655000","43815313","629470","62249724","4089602","4501921","20244449","4309705","11276609","145880","1092390","10384603","5493621","882886","68782","9522948","14496797","83844783","6068099","994971","3005779","1337090","1089870","84357105","48411","896731","5313399","64379696","280558","1599978","1820542","3848449","82110097","24326087","30398","11077841","56328","112478","164725","13739299","9779785","1488431","754150","9575247","8101777","6957800","10038188","317414","1206734806","237936543","73318394","29218381","4489544","81997","7308800","58826731","2711373","128063000","6632873","15776938","39186895","103966","24469047","49054708","1803370","2650930","5318700","6135861","2177322","4887613","1995014","3783887","6228370","35401","3198231","488650","529038","20513599","13889423","27664296","336883","14551117","409379","53816","3233336","1244121","109684489","108704","2868833","31862","2633887","616969","31634992","21845571","48729486","2038552","10243","26881544","16445593","242750","4259800","5687744","15455175","152382506","1971493","60032","4768212","2651028","185931955","19102","3495276","7137988","5645148","28806185","91252326","38125759","10558177","3760866","1444277","20537875","142742366","9781996","191787","30700","174004","27437353","11872929","7350222","86956","6090860","4839396","33964","5379233","2021316","516001","11444870","50565812","8823888","45954106","20285643","47156","168576","35541","110316","32065241","533938","9219637","7647675","21474059","7324627","42870884","67328239","1043076","6222482","106932","1392803","10680380","71051678","5100083","27422","10272","30509862","46258189","6988685","61806995","304093966","3336126","27302800","233952","27933833","85597241","108397","3591977","23329004","12852966","12550347"
"Population, total","2009","27385307","2927519","35196037","55366","73852","22507674","84534","40684338","2964296","99212","21691653","8343323","8947243","368057","1179453","146706810","273791","9504583","10796493","314171","9172514","65636","697678","10051317","3877750","2048997","194517549","27044","390311","7444443","15650022","8709366","515638","14155740","19319274","33630069","52602","4564540","11496128","155721","16833447","1331260000","44313917","642493","64270232","4257230","4563127","20677762","4305181","11283185","146833","1110974","10443936","5523095","901103","68787","9648061","14742766","85501064","6091188","1043686","3083888","1334515","1094886","86755585","48429","901383","5338871","64710879","282283","1653542","1878119","3814419","81902307","24950762","30819","11107017","56323","113249","164580","14000190","10021323","1527196","751258","9730638","8277302","6972800","10022650","318499","1223640160","240981299","74322685","30289040","4535375","82915","7485600","59095365","2722401","128047000","6780493","16092822","40364444","105996","24581509","49307835","1797466","2795550","5383300","6229930","2141669","4951135","2009169","3905066","6360191","35675","3162916","497783","543021","21117092","14298932","28217204","349037","15032635","412477","53593","3322616","1247429","111049428","107868","2865213","32401","2666713","618294","32042877","22436660","49015836","2067919","10233","27026941","16530388","245950","4302600","5770639","16037915","156595758","1958782","57056","4828726","2697537","190123222","18826","3559343","7358890","5702574","29009326","92946951","38151603","10568247","3740410","1610274","20367487","142785348","10043737","193176","31059","178128","28483797","12195029","7320807","87298","6259842","4987573","34238","5386406","2039669","527833","11730037","51170779","9229227","46362946","20482477","47286","169688","36132","109840","32948155","539987","9298515","7743831","21827220","7468596","43957933","67813654","1065540","6398624","107144","1401191","10784504","72039206","5180957","28581","10408","31412520","46053331","7992644","62276270","306771529","3344156","27767400","239689","28327892","86482923","108404","3689099","24029589","13318087","12679810"
"Population, total","2010","28189672","2913021","35856344","54849","71519","23364185","85695","40788453","2946293","100341","22031750","8363404","9054332","373272","1213645","148391139","274711","9483836","10895586","322106","9445710","65124","705516","10223270","3811088","2091664","196353492","27556","396053","7395599","16116845","9126605","521212","14363532","19878036","34005902","54074","4660067","11894727","156933","17004162","1337705000","44816108","656024","66391257","4437884","4622252","21120042","4295427","11290417","148703","1129686","10474410","5547683","919199","68755","9775755","14989585","87252413","6114034","1094524","3147727","1331475","1099920","89237791","48410","905169","5363352","65030575","283788","1711105","1937275","3786695","81776930","25574719","31262","11121341","56905","114039","164905","14259687","10270728","1567220","747932","9842880","8450933","7024200","10000023","318041","1240613620","244016173","75373855","31264875","4560155","83828","7623600","59277417","2733896","128070000","6931258","16321872","41517895","107995","24686435","49554112","1792563","2943356","5447900","6323418","2097555","4995800","2022747","4019956","6491988","35926","3097282","506953","557297","21731053","14718422","28717731","361575","15529181","414508","53416","3419461","1250400","112532401","107588","2862354","33178","2702520","619428","32464865","23073723","49390988","2099271","10241","27161567","16615394","249750","4350700","5855734","16647543","160952853","1946298","54087","4889252","2881914","194454498","18540","3623617","7583269","5768613","29229572","94636700","38042794","10573100","3721525","1713504","20246871","142849468","10309031","194672","31608","182138","29411929","12530121","7291436","89770","6436698","5076732","34056","5391428","2048583","540394","12026649","51784921","9714419","46576897","20668557","47403","170935","36458","109308","33739933","546080","9378126","7824909","22337563","7621779","45110527","68270489","1088486","6571855","107383","1410296","10895063","73142150","5267970","29726","10550","32341728","45870741","8481771","62766365","309327143","3352651","28562400","245453","28715022","87411012","108357","3786161","24743946","13792086","12839771"
"Population, total","2011","29249157","2905195","36543541","54310","70567","24259111","86729","41261490","2928976","101288","22340024","8391643","9173082","377950","1212077","150211005","275486","9461643","11038264","329538","9726380","64564","713331","10396246","3743142","2134037","198185302","27962","401506","7348328","16602651","9455733","527521","14573885","20448873","34339221","55492","4732022","12317730","157819","17173573","1345035000","45308899","670071","68654269","4584216","4679926","21562914","4280622","11298710","150831","1145086","10496088","5570572","936811","68742","9903737","15237728","89200054","6137349","1144588","3207570","1327439","1105371","91817929","48386","908355","5388272","65345233","285265","1772500","1998212","3756441","80274983","26205941","31701","11104899","56890","114918","165649","14521515","10527712","1609017","744230","9954312","8622504","7071600","9971727","319014","1257621191","247099697","76342971","32378061","4580084","84350","7765800","59379449","2746169","127833000","7109980","16557202","42635144","109871","24783789","49936638","1799338","3143825","5514600","6416327","2059709","5045056","2037677","4181150","6188132","36189","3028115","518347","571003","22348158","15146094","29184133","374440","16039734","416268","52971","3524249","1252404","114150481","107887","2860699","33945","2743938","620079","32903699","23760421","49794522","2132340","10283","27266399","16693074","254350","4384000","5942553","17283112","165463745","1937398","52520","4953088","3206870","198602738","18240","3688674","7806637","5843939","29477721","96337913","38063255","10557560","3678732","1804171","20147528","143018195","10576932","196351","32495","186044","30150945","12875880","7234099","87441","6612385","5183688","33435","5398384","2052843","553721","12216837","52443325","10243050","46742697","20859743","47581","172145","36350","108703","34419624","552146","9449213","7912398","22730733","7784819","46416031","68712846","1112976","6748672","107611","1420020","11032528","74223629","5360811","30816","10700","33295738","45706086","8575205","63258810","311583481","3361637","29339400","251294","29096159","88349117","108290","3882986","25475610","14265814","13025785"
"Population, total","2012","30466479","2900401","37260563","53691","71013","25188292","87674","41733271","2914421","102112","22733465","8429991","9295784","382061","1224939","152090649","276197","9446836","11106932","337059","10014078","64798","721145","10569697","3674374","2175425","199977707","28421","406634","7305888","17113732","9795479","533864","14786640","21032684","34713395","56860","4773306","12754906","158621","17341771","1354190000","45782417","684553","70997870","4713257","4736593","22010712","4267558","11309290","152088","1156556","10510785","5591572","954297","68888","10030882","15483883","91240376","6161289","1193636","3252596","1322696","1111444","94451280","48392","911059","5413971","65662240","286584","1836705","2061014","3728874","80425823","26858762","32160","11045011","56810","115912","166392","14781942","10788692","1652717","743966","10108539","8792367","7150100","9920362","320716","1274487215","250222695","77324451","33864447","4599533","84338","7910500","59539717","2759817","127629000","7211863","16792090","43725806","111618","24887770","50199853","1807106","3394663","5607200","6508803","2034319","5178337","2054718","4331740","5869870","36505","2987773","530946","582766","22966240","15581251","29660212","387539","16514687","420028","52203","3636113","1255882","115755909","108232","2860324","34700","2792349","620601","33352169","24487611","50218185","2167470","10444","27330694","16754962","259000","4408100","6030607","17954407","170075932","1929821","52359","5018573","3535579","202205861","17946","3754862","8026545","5923322","29749589","98032317","38063164","10514844","3634488","1905660","20058035","143378447","10840334","198124","33132","189924","30821543","13231833","7199077","88303","6788587","5312437","34640","5407579","2057159","567763","12440326","53145033","10701604","46773055","21017147","47727","173124","36026","108083","35159792","558111","9519374","7996861","22605577","7956382","47786137","69157023","1137676","6926635","107502","1430377","11174383","75175827","5458682","32081","10854","34273295","45593342","8664969","63700215","313877662","3371133","29774500","257313","29470426","89301326","108188","3979998","26223391","14744658","13265331"
"Population, total","2013","31541209","2895092","38000626","52995","71367","26147002","88497","42202935","2901385","102880","23128129","8479823","9416801","385650","1261673","154030139","276865","9443211","11159407","344688","10308730","65001","728889","10743349","3617559","2217278","201721767","28657","411702","7265115","17636408","10149577","539940","14999683","21632850","35080992","58212","4802428","13216766","159794","17509925","1363240000","46237930","699393","73460021","4828066","4791535","22469268","4255689","11321579","153822","1166968","10514272","5614932","971753","68819","10157051","15722989","93377890","6185642","1243941","3296367","1317997","1118319","97084366","48418","913453","5438972","66002289","288032","1902226","2124869","3717668","80645605","27525597","32411","10965211","56483","116945","167054","15043981","11055430","1697753","747420","10261206","8960657","7178900","9893082","323764","1291132063","253275918","78458928","35481800","4623816","84144","8059500","60233948","2773129","127445000","7694814","17035551","44792368","113311","25001819","50428893","1818117","3646518","5719600","6600742","2012647","5678851","2073939","4427313","5985221","36806","2957689","543360","593374","23588073","16024775","30134807","400728","17004033","425967","51352","3742959","1258927","117290686","108609","2859558","35425","2845153","621207","33803527","25251731","50648334","2204510","10694","27381555","16804432","263650","4442100","6119379","18653199","174726123","1922716","52141","5079623","3816680","205337562","17805","3821556","8245627","6005652","30038809","99700107","38040196","10457295","3593077","2035501","19983693","143805638","11101350","199939","33285","193757","31482498","13595566","7164132","89949","6964859","5399162","36607","5413393","2059953","582365","12852485","53873616","11106031","46620045","21131756","47767","173978","35639","107450","35990704","563947","9600379","8089346","21495821","8136610","49253643","69578602","1161555","7106229","107089","1440729","11300284","76147624","5560095","33594","10918","35273570","45489648","8751847","64128273","316059947","3381180","30243200","263534","29838021","90267739","108041","4076708","26984002","15234976","13555422"
"Population, total","2014","32716210","2889104","38760168","52217","71621","27128337","89236","42669500","2889930","103594","23475686","8546356","9535079","389131","1311134","155961299","277493","9448515","11209057","352335","10614844","65138","736357","10916987","3571068","2260376","203459650","28971","416656","7223938","18169842","10494913","546076","15210817","22299585","35434066","59559","4798734","13697126","160912","17687108","1371860000","46677947","714612","76035588","4944861","4844288","22995555","4238389","11332026","155909","1176995","10525347","5643475","989087","69371","10282115","15957994","95592324","6209526","1295183","3323425","1314545","1125865","99746766","48465","915560","5461512","66312067","289873","1966855","2189019","3719414","80982500","28196358","32452","10892413","56295","117972","167543","15306316","11333365","1743309","751115","10412740","9127846","7229500","9866468","327386","1307246509","256229761","79961672","36746488","4657740","83896","8215700","60789140","2784543","127276000","8658026","17288285","45831863","114985","25126131","50746659","1812771","3761584","5835500","6691454","1993782","6274342","2095242","4519398","6097764","37096","2932367","556319","604167","24215976","16477966","30606459","416738","17551814","434558","50419","3843174","1261208","118755887","109024","2857815","36110","2902823","621810","34248603","26038704","51072436","2243001","10940","27462106","16865008","268050","4516500","6208676","19372014","179379016","1917557","51856","5137232","4009267","208251628","17796","3888793","8464153","6090721","30353951","101325201","38011735","10401062","3534874","2214465","19908979","144237223","11368451","201757","33389","197497","32125564","13970308","7130576","91359","7140688","5469724","37685","5418649","2061980","597375","13309235","54729551","11213284","46480882","21239457","47789","174804","35261","106912","37003245","569682","9696110","8188649","20072232","8326348","50814552","69960943","1184830","7288383","106626","1450661","11428948","77181884","5663152","34985","10899","36336539","45272155","8835951","64602298","318386329","3391662","30757700","269927","30193258","91235504","107882","4173398","27753304","15737793","13855753"
